,text,labels
2238,    i dont respect nun about a bitch cause idgaf bout des hoes,offensive
2239,damn karlie redd now all these hoes done seen your man junk,offensive
2240,you bitches cannot relate to me so stop,offensive
2241,  umm how about they are at home raising kids you are retarded,offensive
2242,  raspy ass voice annoying bitch,offensive
2243,  come so you can record him saying he is my bitch,offensive
2244,    on my mama yous a hoe omm yous a bitch omm if you get in a jam i bet you snitch omm  ,offensive
2245,  haha alright well you gotta get here and see this bitch haha you you will scare the shit outta him i already have,offensive
2246,    what are you 15yeah on a scale of one to ten bitch,offensive
2247,    i am convinced that some of you all bitches get pregnant purposely because birth control amp plan b pills are effective  ,offensive
2248,bobby bitchgthot nigga,offensive
2249,she suckin on my dick cuz i am a pretty bitch,offensive
2250,    it aint nothing to cut that bitch off ,offensive
2251,    pussy still taste like mcdonalds fries     i eat pineapples everyday they so good  ,offensive
2252,  yaaaasssss it is you are buhlowin up my timeline negro  ,offensive
2253,      come to the davis show and celebrate with me you retard,offensive
2254,casey matthews is so trash this is big,non_offensive
2255,i tell bitches i got that its  ike turner syndrome ,offensive
2256,    lol rahshauna has hoes,offensive
2257,when ya name gain weight ya ex bitches cant let go,offensive
2258,i can fuck yo bitch and you cannot,offensive
2259,experience charlie married woman who loves hot phone sex with strangers can you get me off  27 httptcobpdqqpogae,offensive
2260,    do not curve the man today in whom you may need to eat your pussy tomorrow,offensive
2261,    if a bitch dont act crazy over you  she dont really want you  ,offensive
2262,fuck around and waste my time and i will fuck that bitch you hate and that one friend you love ,offensive
2263,  you should make me brownies,non_offensive
2264,lmfaoooooo     i am so glad my shorty aint all over twitter and ig tryna be a famous columbus hoe  ,offensive
2265,keep dem poo hoes off ya tl b,offensive
2266,      approximately 12 in one crash there was not supposed to be that many members of a seal team on one bird,non_offensive
2267,open mouf kissing my nig     lolsam love him some kissing smh lol ,offensive
2268,    derrick said if i cover my face and leave just my eyes visible i will have tons of bitches,offensive
2269,seen niccas come up  i seen niccas fall,offensive
2270,      amateur boy fucking bitch hiddencam httptcobt8c6qqctd,offensive
2271,nigga was sweating like a guilty preacher in that bitch,offensive
2272,      sitting pretty makes bitches mad   much,offensive
2273,    cookies sound wonderful,non_offensive
2274,    you watching this trash,non_offensive
2275,their gotta be a loaded lux vs murda mook 3,non_offensive
2276,sub tweeting and uoeno lol bitch,offensive
2277,marijuana hydro pussy hoe ass titties,offensive
2278,      unexplainable,non_offensive
2279,  fuck no my school boring and ghetto,offensive
2280,twitter niggas always want you to have unprotected sex with these nothing ass bitches nah,offensive
2281,      damn i always be tweeting you halfassed tweets   i meant to say hoes  still dont make sense ,offensive
2282,    rt if you killed a bitch with your dick,offensive
2283,when guys are more sentimental than most girls like man up pussy  ,offensive
2284,    bitch yo muthafukin ass reacting off that vain females tweet amp dont no the context her dumb ass dont neither,offensive
2285,i will eat these hoes alive   httptcor4lw4kkfr1,offensive
2286,annie you crazy hoe  ,offensive
2287,  pussies  ,offensive
2288,mrnvr get no pussy u a virginnnn,offensive
2289,lasted year i cuffed that bitch  well now its over ,offensive
2290,even the young kardashians are hoes lol,offensive
2291,  someone sent this to me months ago bitch,offensive
2292,women use niggas all the time for monetary purposes and gain if a bitch wanna buy me some sneakers i aint turning shit down,offensive
2293,  i know right but here i am wasting time thinking 1more hr till i start the day i am retarded  ,offensive
2294,saw my dog humpin this female dog the other day now the female is waiting outside my door for a quick hook up my dog gets bitches,offensive
2295,i have not been called ugly once my whole life tho     guys who refer to women as bitches are so ugly to me lmao u disgust me,offensive
2296,      she spazzed out dude do not have his hoes in line  ,offensive
2297,  pretty like a bitch,offensive
2298,   at some point we need to discuss how delicious the vegan brownie from   on u st tastes,non_offensive
2299,      you are the biggest two faced bitch i have ever met  you will not  her,offensive
2300,hate when hoes try to lead u on naw like lil bitch im coool,offensive
2301,you a hoe and errbody know,offensive
2302,what is that makeup called on your cheeks i call it bitch spots lmao,offensive
2303,    if you brush off a guys compliment just because you have a boyfriend you are a bitch,offensive
2304,yeah bitches you know he was hot shit back in the day httptcoz9cgljtkow,offensive
2305,bad bitch httptcoxspkccaypi,offensive
2306,    claim whatever part of her u please fuck her to bliss or bruise her sweet pussy with a crop till she begs to be your filthy  ,offensive
2307,    i am the only person who likes yellow starburst i feel,non_offensive
2308,snow day bitches lyrics gettin done n bud getting smoked  ,offensive
2309,deal with you bitches when i feel like it,offensive
2310,    best   sign ever the dakness is spreading charlie murphys true hollywood stories   http ,non_offensive
2311,i keep seeing hoes call other hoeshoes i be confused,offensive
2312,trust a bitch i cannot wife a bitch i cannot,offensive
2313,    if you are not a little bitch httptco92flicl627,offensive
2314,  what a ratchet ass bitch bet she felt dumb ,offensive
2315,stupid hoe is so wack  ,offensive
2316,    i am like the bat signal but for crazy bitches,offensive
2317,  pussy,offensive
2318,these hoes here mane you are what you let inside you remember,offensive
2319,      what you say bitch   httptcofcmlvtigbl,offensive
2320,because i would rather wear my hair long and have piercings i am a faggot that will never go anywhere in life,offensive
2321,    you all hoes and you all plastic ass bodies maaaaan smh,offensive
2322,this bitch needs to turn off her shitty music  ,offensive
2323,    the reason high school is so fucking hard is because ned never made a guide for anything past 8th grade you feel me fuck ,offensive
2324,    these hoes aint loyal httptcojik7ofqmbe,offensive
2325,      hate when i lose something and my mom says   i guess it was not that important  like bitch you lost me in a grocery st ,offensive
2326,    come this fall i am cuffin side bitches you all had you all time the whole summer,offensive
2327,  i am already out that bitch hahaha,offensive
2328,on a mission to find some zebra cakes,non_offensive
2329,    if there was an invisible celestial judge who killed those who spew hate on palestinians celebrities amp politicians would ,offensive
2330,  miss you ya fucker send me a txt every now and again like ya used to all ill do the same ya twat p,offensive
2331,  great gif got a source url for  ,non_offensive
2332,  bitch you not coming httptcoxdcuusba2f,offensive
2333,  two of the best yankees derek jeter and joe torre   httptcoxmyxfdbkox   ,non_offensive
2334,goligoski must bleed he should also leave via ambulance i guess sill is the closest thing they have at a mcgrath hit that bitch,offensive
2335,  yes every guy is a bitch todaylolsmh,offensive
2336,  burnt tho  jus like a nicca  ,offensive
2337,gtlt       metal monkey balls,offensive
2338,wtmf is murica you say it you should be thunderpunched in the throat or sole stomped,non_offensive
2339,    alot of good girls made a twitter amp became a hoe for the attention they do not receive from their fathers,offensive
2340,      shi  i do not wanna rant bc my first impression would be that i am a such a bitch   lmao,offensive
2341,  ima just block you hoes out  block em either one lol,offensive
2342,  looks ghetto as fuck,offensive
2343,boney ass bitch farting out mini basketballs  ,offensive
2344,    flirting with bitches on twitter like httptcoev2quysbpo,offensive
2345,mitt romney hates big bird fascist,non_offensive
2346,  alright bitch i hope someone deletes your life suck 30 dicks and get hit by 2 buses,offensive
2347,spendin money that we saved stackin ones like bricks hittin bitches like craig watchin ass clap    ,offensive
2348,so i bought condoms for my party at rite aid and the lady gave me a dirty look just now i came back and bought trash bags  ,non_offensive
2349,load this bitch up with kool aid,offensive
2350,i hate females that push their asses out as they walk you know you look like a retarded flamingo right,offensive
2351,  naw my fam aint no bitch made niggas gtf off my shit fuck nigga im not your fam oh friendly ass nigga,offensive
2352,don  believe ap  hohum tone latest poll is great news for republicans  hot air httptco5hhrflfp13,non_offensive
2353,    if you are nice girls they will be bitches to you if you are an asshole girls will want your dick  ,offensive
2354,weed brownies gtgtgtgt  ,non_offensive
2355,      freeze bitch i am gonna steal your heart  ,offensive
2356,  ima keep on giving these pussy ass niggas ah reason to hate ,offensive
2357,  can i ask my bitch for other bitches,offensive
2358,      more lovely sounds of fisting a loose pussy httptco1pmagspkud,offensive
2359,got ya crackas spics chinks and carpet riders but no niggas mlk aint fight for nothing  ,offensive
2360,  bullshiti guess the poor have all the moneytax money movers at same rate as working peopleyou teabaggers are traitors,offensive
2361,when mfs tell you who you talk to and it aint truelike no bitch,offensive
2362,now da   fans bacc you all niccas kill me aint tweeted shit all damn game,offensive
2363,    bitches be like i am a virgin httptcomfdwxmg8ic,offensive
2364,both but that was the old me lol     u be havin bitches on deck for the sex or it is a new joint every time,offensive
2365,    lol everyones a lil bitch,offensive
2366,    lmao denote got a bitch here right now but he love her,offensive
2367,roll tide bitches,offensive
2368,what kind of sorcery is this     nope     eat this pussy while im on my cycle amp call it cherry pie,offensive
2369,    do not worry about my old bitch or my next bitch,offensive
2370,     these porn hoes moan at everything    a nigga unbutton her shirt she moaning like stfu,offensive
2371,the steelers new uniforms look like homosexual bumblebees  ,offensive
2372,  is hoe by association a real thing  yes,offensive
2373,it is just not the same       are not   httptcoooilml6m,non_offensive
2374,    a female cock block is called a clam jam,offensive
2375,  bitch caught a body about a week ago everybody catching bullet holes,offensive
2376,mane if dis nicca call me 1 mo time n say he finna pull up but dnt pull up,offensive
2377,  all bitches eh hahah,offensive
2378,      i wants to call bouts my vitaligro but i aint sho if you a doctor fo da colored folk,non_offensive
2379,difference between niggers and niggas   my og   httpstcol2fm9cfgfw,offensive
2380,niggas hate me cuz they know im a threat to them amp they bitches,offensive
2381,those ratchet broads do not represent me but your white ass cannot talk trash about them because you on racist shit black,offensive
2382,    bouta take a shower just to fuck yo bitch httpstco7wq5qzsils,offensive
2383,    gotta eat her pussy so good she forget dick coming next have her talking to herself like he brought dick with him too  ,offensive
2384,    i am so jealous of bitches who can squirt  ,offensive
2385,why hella bitches act like they got everything they have on they own like no bitch you had some form of assistance,offensive
2386,  drinking a bitch beer outta a badass kuzie,offensive
2387,    bitch u boutta drown tryna be a hoe     twitpic a no bra selfie showing nipples  httptcot6wbovivo ,offensive
2388,these bitches be wasting time on some ungrateful niggas,offensive
2389,i was in love with charlie  ,non_offensive
2390,i got a uncle through marriage dude got hips like big momma i swear all the lil kids mock his walk and he do not even know it,non_offensive
2391,did he say wayne chung bitch ,offensive
2392,    messi refused to be subbed off are you kidding me so they took off neymar you little hobbit diva bitch,offensive
2393,    no sex bitch i only want the neck bitch ,offensive
2394,    vonte not tweeting like a bitch finally,offensive
2395,the right for an english person to go about his business is more important than any suspicion of some rouge wog cop,non_offensive
2396,playing a show in lutsen mn at 900 pm today at papa charlies httpartistdatacoma2oy4,non_offensive
2397,  tanks a lot dare mr pubes i love my uncle tom ,offensive
2398,niggas swear they do not trust these hoes but be fucking raw  ,offensive
2399,  its time amend 14th amendment it was written to protect newly freed ex slaves its lived its purpose time to end anchor baby loophole,non_offensive
2400,      how you fucc for cash but u not a hoe  and how i am going to respect u if your poccets broke nip ,offensive
2401,      hardcore british queer anal pounding httptcolrueixmy21,offensive
2402,  go to sleep you fag,offensive
2403,i am about to jog higher this stupid bitch ass hoe   saab1  ,offensive
2404,    bitch u tried it  u deserved every foul word that came out chris mouth   bye hoe ,offensive
2405,people talk shit on twitter but when they see you in person be looking like bitch wtf you looking at yes its me yeah i am cute,offensive
2406,  every female owns a thong   if she wear thongs she a hoe lol  both facts,offensive
2407,    the recommended serving size for brownies is all of them,non_offensive
2408,    i am in this bitch yaaa i do my thanggg  ,offensive
2409,yankees great joe dimaggio reportedly used to beat wife marilyn monroe here she is in 1954 announcing divorce httptcobls7dalmif,non_offensive
2410,      999 of bitches are hoes except my mama ,offensive
2411,man i gotta hang out with snoop lion aka nemo hoes,offensive
2412,    every girl sucks dick do not let that bitch fool you,offensive
2413,ios 8 autocorrect is trash     my phone be capitalizing the dumbest things,non_offensive
2414,    every girl goes thru her hoe phase her freshman year in college,offensive
2415,a down bitch for a real nigga,offensive
2416,bitches be screaming fuck they nigga but get mad when another bitch fuck they nigga ,offensive
2417,    maybe yall hoe ass niggas should start considering girls feelings shiii think about if a nigga is doing what you are doing  ,offensive
2418,    none of my bitches judge me they love me   do not think they would like me if i was any other way,offensive
2419,i nicknamed lux coach k because without him we would of never heard of duke lol charlie,non_offensive
2420,it is gotten to the point where i literally do not care and i am gonna start punching bitches if they do not move in the hallway,offensive
2421,    robertson in guy is fantastic sec pitcher,non_offensive
2422,99 problems but a bitch aint 1,offensive
2423,this is how you know lhs is ghetto httptco9eagkxdgh5,offensive
2424,    do not wife a hoe amp end up like these 2 httptcolxddifeexw,offensive
2425,        how much does your wife wet pussy want another dick   head,offensive
2426,      the afl now has an american draft system   couple of yanks are on the playing lists at so ,non_offensive
2427,    if u got cotton mouth u can eat my pussy,offensive
2428,i didnt buy any alcohol this weekend and only bought 20 fags proud that i still have 40 quid tbh,non_offensive
2429,    the jacob and joshua picks have been very similar as the love for faggot ruslan as well  ,offensive
2430,  birds of a feather you stand with peta i stand with sanity,non_offensive
2431,    yep sobsi got my hopes up when a couple of the national guys including that kipermcshay mock had him slipping,non_offensive
2432,    dat shit trash  a shirt inspired by   emoji tattoo preorder now httptcovaulgcpkis httptcoh ,offensive
2433,dis nigga look retarded,offensive
2434,fucking walk off in the bronx  ,offensive
2435,      i agree 100 no naturalized citizenship no anchor baby amnesty all go to parents country of origin,non_offensive
2436,    yea but who gets more bitches grandma,offensive
2437,    a marry between a man and woman people sloppery slopthen what is prevent a bird from marriage my sandwich i am in lo ,non_offensive
2438,who is baby is dat who is da man dat did dat 2 u gators bitches best be using jimmys,offensive
2439,do not tell me ryan tannehills better than dogshit alex smiths trash ass too fuck,offensive
2440,it opened up with some clouds parting and with silkgtcan we get a room on the southside of the ghetto,offensive
2441,    just eating animal crackers in sacrament  ,non_offensive
2442,      the kikes want to charge you   dollaz for the complete version httptcozjdlwiajeo,non_offensive
2443,slap a hoe with a rusty axe ash my blunts on her ass,offensive
2444,  bitch you up and joined the fucking army and those of us around this bitch was like where the fuck rob go to the fuckin army,offensive
2445,ball is life no bitch bench is life  ,offensive
2446,  send all the fucking muzzies home now doj come and get me motherfuckers,offensive
2447,  lmfao thats dead them hoes gotta pay,offensive
2448,  i just want the baddest bitch in the world right here on my lap     ,offensive
2449,the brownies i just made are a sin,non_offensive
2450,    you bitches with a cup boobs need to stop wasting money on bras and just buy some tank tops like the rest of the homies,offensive
2451,so just chill hoe,offensive
2452,    dese hoes be ugly af talking bout if i wanted yo boyfriend i could have him bitch you look like a boyfriend  ,offensive
2453,  in many areas has that look but need to see bean countsaid it before beans are a bitchtend to do what you do not expect,offensive
2454,  cuts away when a democrat talks and claim to be fair and balanced lmao network full of   and liars,non_offensive
2455,you are a garden rose and that bitch is a weed,offensive
2456,  try me bitch boy,offensive
2457,      you sound like you are pussy whooped  ,offensive
2458,    bitch bye       dawg look at this shit httptcodfosx3xkqa,offensive
2459,bitch i will cut you,offensive
2460,wait a min you nigga bitch lol         i do not give a damn if it cont httptco9vemnxduql,offensive
2461,  these hoes gay thats why,offensive
2462,    girls wanna hoe around and turn up but gone regret the shit afterwards,offensive
2463,  buck beaners amp security started pushing him amp that jetsgreen faggot around,offensive
2464,    if you ate my pussy do not ever try to disrespect me  fck nigga i fed you  ,offensive
2465,i wish i would argue with a nigga or a bitch imma just laugh at ya ass,offensive
2466,your girl pussy like a walk in clinic the cure for every sick nigga,offensive
2467,naomi campbell rihanna miley cyruscrazy bitches lol,offensive
2468,i aint never had a prob with no other bitch over a nigga if thts yo nigga cool im older enough too go find me another  ,offensive
2469,coors light is trash yuck i do not even like beer,non_offensive
2470,    if your girl see that another girl likes you her name is this bitch until further notice,offensive
2471,believe in the heart of the cards bitch,offensive
2472,    you gay gabrielle bad as fuck even though the other bitch bad you cannot cheat on a dimefoh lol,offensive
2473,i wanna see some ass clapping legs shaking i wan see a bitch get on they head fa dese beats,offensive
2474,      bitch what huh nigga am not gonna do damn thing sir this my page oh what u forgot,offensive
2475,lmao   the play     getting pussy is so easy when they believe you are omar eppss brother or the steelers head coachs son,offensive
2476,    hoe bang this big   and she got nerves to think she better then us  bitches have no chill  ,offensive
2477,so i guess i want to be ghetto my dad was poor  not in morals or in standards my grandfather was poor he was great man tho,offensive
2478,oh i forgot we lived in the ghetto ,non_offensive
2479,    these fine bitches are prolly poopin and flat ironing they hair to no flex zone right now,offensive
2480,these hoes always gone thot around to who ever give them attention at the time,offensive
2481,  lol bitch nigga ima get my gay homies on you,offensive
2482,yo can i sublet your pussy  ,offensive
2483,push a bitch out a car like im gucci mane bitch ,offensive
2484,  i do not ever expose females like that that is childish bitch nigga shiiii,offensive
2485,ever leave me around yo bitch and ima get her stoned,offensive
2486,    when waka said suck my dragon balls bitch call me goku httptcon7kp7ds198,offensive
2487,    do not know how you yankees fans listen to kay every night absolutely brutal just nonsensical blah blah blah blah radio n ,non_offensive
2488,    swag swag swag bitch moooob,offensive
2489,ayo twat boy i gotta new phone give me yo jack now  ,offensive
2490,    i am rich bitch httptcospld2zible,offensive
2491,    fucking bitches throwing thots,offensive
2492,    reports say female victim was shot while waiting for an oreo mcflurry,non_offensive
2493,i done hit bout 6 threes out this bitch,offensive
2494,  niggas is hoes man i swear ,offensive
2495,  last year i had to explain why queer theory is the acceptable academic term,non_offensive
2496,          charlie strong got down to the 53man roster nearly as quickly as texans did,non_offensive
2497,hoes thinkin 2014 turns them into born again virgins,offensive
2498,lmaoooo nah i am down here turning up     yah not gonna believe this but   being a bitch in bg being a bitch  ,offensive
2499,    people r retarded for thinking you can eat clean food all day and lose weight calories are calories people,offensive
2500,  everybody in dot moboredmickey factz when you battled clips he wore some ancient hong kong shit  2 different colored hitops,offensive
2501,homework and boonies date with caitlin tonightgtgt,non_offensive
2502,u think them nigs u with is with u,offensive
2503,if anxiety was a person i would kill that bitch so fuckin fast,offensive
2504,  these catfish hoes thinkin they slick but niggas catching on  ,offensive
2505,  thank you again mick,non_offensive
2506,  fuck u u dumb ass bitch hoe,offensive
2507,i just got so hype haha lets go beat the shit out dat pussy ass niqqa,offensive
2508,my grandma got a rosta colored dressit is so pretty she better let me borrow it,non_offensive
2509,    fuck that cock sucker hulk hogan put him in camel clutch fuck his ass make him humble  ,offensive
2510, id rather sit at the house all day and jack off then bust a mission to literally only chill with a bitch   httptcometm60bg15,offensive
2511,i have never felt this comfortable around a crazy in my life ole cool crazy ass bitch this my nigga right here,offensive
2512,everyone needs to stop bitchin about jeter youre witnessing the last week of baseball from the greatest player to wear a yankees uniform,offensive
2513,i can see ya hoes amp all of em nothin,offensive
2514,    trash,non_offensive
2515,this reminds me of another quality video lol he aint fittin to front for these peckerwoods httptcoaypwhr0j62,non_offensive
2516,why is that most of the niggasbitches i use to fw like to sub me   ,offensive
2517,    i do not be worrying about these messy hood ass hoes but they worrying about me though why  ,offensive
2518,    grow up bitch,offensive
2519,    lowkey i put sum of these hoes on the map  so call me kingtunchi bitch ,offensive
2520,  10 sex positions httptcont3pabmwsm httptcojmhz8sczf0naw this what u call fucking the soul outta bitch  ,offensive
2521,    no i aint no bitch amp no i aint no snitch,offensive
2522,get a bitch break a bitch,offensive
2523,ya bitches dumb as fuck for the felon,offensive
2524,  it worked bitch,offensive
2525,    i aint got no problem chicks goin on vacay to the states to be hoes just declare ya aids at the border when ya come back,offensive
2526,    exclusive ars  wenger gave two yellow cards amp red card while refereeing a charity match in rome  ,non_offensive
2527,    just annouced to my hoes who i am drafting first round for cuffing season httptcoo1a0oqaxut,offensive
2528,    halloween candy corn bird httptcoktnbyutykw,non_offensive
2529,i just bought a bentley and a bitch came wit it,offensive
2530,  what niggah,offensive
2531,  sup nappy headed hoe you got quiet,offensive
2532,it the principle of the matter bitch  ,offensive
2533,  oil who said sumthin bout oil bitch you cookin,offensive
2534,    i know if my bf breaks up w me i will become the biggest hoe of all time ampprobably fuck anyone who looks my way bc id be s ,offensive
2535,what up fake ass hoe i am not gone fought you today gimme my nigga hand back,offensive
2536,    this grown on your own shit is for the birds  ,offensive
2537,a hoe gone be a hoe they aint  ,offensive
2538,    hey antony you speaks colored good,non_offensive
2539,  tow truck       httpstcoifinqwvrad,non_offensive
2540,he called me a bitch and he said he was changing do you call that changing i do not think so how about you go fuck yourself  ,offensive
2541,lmao what a comeback       says the twat with the sides of her head shaved like a damn asshole,offensive
2542,this nigga on the train treating his bitch over the phone lmao,offensive
2543,i am retarded hungover and all we had were beers a lot of beers,offensive
2544,i am gonna hoe the shit out of you when we meet again cannot wait,offensive
2545,  i am not hollywood at all my nig u brought me to twitter n bounced,offensive
2546,that front flip was trash that is how i front flip into the swimming pool and land on my back every time,non_offensive
2547,  you out yo mind rose colder than kim amp way more down to earth kanye bitch give him more problems than wizs does,offensive
2548,    people who would vote for charlie crist and michelle nunn are why our founders did not put a right to vote in our constitut ,non_offensive
2549,    boys get thirsty and grimey for a girl no pussy getting ass niggas,offensive
2550,no paper hoe but you can have some more of me,offensive
2551,top layer trash,non_offensive
2552,she sent me one back but i aint even read it cause pussys only pussy and i get it when i need it,offensive
2553,    if you are a freshman and you have fucked 14 of the boys in the senior class you are a hoe  ,offensive
2554,    ratchet ass bitch     nicki minaj smashes up her boyfriends benz httptcobxqd30z6nb httptcogbgjiuiref ,offensive
2555,oscars fuckin roasts right now got me hella dying   this bitch  ,offensive
2556,i love living in minnesota the weather is bad enough for people to bitch about it but we do not have anything serious stay safe east coast,offensive
2557,the sassy clerk at the post office was curious why i was getting packages from japan bitch i am just buyin toys,offensive
2558,      fans are scheduled to meet up at pier 39 on sat  5pm to trash talk and heckle san franciscans be prepared wear ,non_offensive
2559,not fun   when you have braxton hicks and cramps regularly from moving around you try it,non_offensive
2560,this subway worker is being a major bitch to a soldier come on show some respect,offensive
2561,amanda is a bitch omg i would beat her ass lol,offensive
2562,  they ban dat pussy for life amp he gotta pay 25 millon dollar fine,offensive
2563,    teachers always assign homework like we do not have no life bitch i gotta go home and tweet,offensive
2564,  we are laying rock around our lake you are welcome to join a redneck workout    ,non_offensive
2565,    she doin homework you jiggaboo let her be,offensive
2566,  bitch ass,offensive
2567,a nicca is hungry as fuk,offensive
2568,pretty ass niggah httptcojqlst70msm,offensive
2569,    httptcow43kps9zp0  now this hoe bad,offensive
2570,i would rather have a flat bitch then a bitch who cheats ,offensive
2571,  yea i listen to that hoe when i wake up,offensive
2572,    i swear   we in this forever now bitch httptco293ymzdmun,offensive
2573,    not a fucking charge even as a juvenile if you call   a thug at this point just say nigger cuz it is  ,offensive
2574,  i am not saying i am for this but  studs will fuck trannys but will not let they bitch strap them down you muhfuckas childish lol ,offensive
2575,      swear ag ugly den a bitch he look like a possum and giraffe mix breed this isnt funny but i died l ,offensive
2576,    a quick lesson on the birds and the bees the birds are looming oily sudden the bees are bulbous shrieking hungry ,non_offensive
2577,she fuck with me cause i aint no bitch ,offensive
2578,    he tweet like a bitch broke his heart,offensive
2579,  bitch u describe both of those terms,offensive
2580,      that is 5 years away from legal drinking age and 14 year old pussy  ahaha eat ice cream not pussy bud,offensive
2581,    she literally just put the whole trash bag on lmfao httptcoyierskyrfc,non_offensive
2582,news flashwhen you pay taxes you are paying for everything you bitch about      httptcod5spvgjxto,offensive
2583,thus bitch looks just like lindsay lohan she gets down just like lindsay lohan    ,offensive
2584,the way a klansman would say nigger slave is the way the   says conservative they   literally sees conservatives as their slaves,offensive
2585,  that hoe skilled,offensive
2586,    bored as hell shoulda answered my phone calls bitch  i rather be bored,offensive
2587,    neymar fell like a bitch,offensive
2588,  jeff luhnow is to blame for the astros not blowing out the red sox and yankees hc,non_offensive
2589,how he move in a room full of nos how he stay faithful in a room full of hoes,offensive
2590,  fake bitches i do not want your hugs ,offensive
2591,    bitches with no tits or ass dont even get a hug from me you are one of the boys now you get a handshake,offensive
2592,lol this girl makes fun of guys for having like light voices but i am just like bitch your voice is like deeper than five men together wtf,offensive
2593,    when i throw away paperball perfectly into the trash can httptco215e0h0ps9,non_offensive
2594,    holy fucking shit why is a game against a third string qb redskins team so gut wrenching,offensive
2595,they some bitch ass niggas,offensive
2596,90 of niggas goofy and act like bitches,offensive
2597,same     that was back when i found myself listening to mad real hip hop zero bitches in sight,offensive
2598,    bae will always be bae  even when bae is not bae that is still bae  therefore  you hoes can move around please  ,offensive
2599,this shit so trash lol,offensive
2600,if a chick wants me to eat her pussy then leave i will accept gladly lol,offensive
2601,    pussy this pussy that,offensive
2602,hoes always blaming hoes for being hoes,offensive
2603,    all i see down my tl is naked white bitches  ,offensive
2604,    when the lazy eye bitch was tryna put up a front with me httptcoehgpt5baa2,offensive
2605,  17 missed calls   yo po bitch twitter finna be screamn  ,offensive
2606,i just read prolly 11 tweets from 11 different girls about how their looong relationship ended today daaaamn yo hoe will get slayed,offensive
2607,i am cute with or without the makeup amp eyelashes   you all bitches depend on that shit,offensive
2608,  gobble de gook,non_offensive
2609,broke bitches on my tl,offensive
2610,  pussy pussy pussy marijauna wannnnaaa,offensive
2611,is hillary the   bird  candidate httptcoyfubgwq4tw via  ,non_offensive
2612,a bitch can have two black eyes bloody lip scalp bleeding bruises and a broken arm and still be like but i love him lmao,offensive
2613,bitches be in they feelings to much like live bitch,offensive
2614,me mom honestly thank you for making me a bad bitch mom you have gotta stop,offensive
2615,jihadis are running a claim that the king of   arabia died two days ago must be the bombs falling on em that r making em hallucinate,non_offensive
2616,              nigga be safe hoe,offensive
2617,      lol why you tryna be raw doe bitch,offensive
2618, this niggah kevin hart could not sit down lmaoooooooooooo my niggah my niggah  ,offensive
2619,wow my dad just racked me what a fag,offensive
2620,    this the i play soccer cheat on girls and wear khaki coloured cargos haircut httptconqylxquloc,non_offensive
2621,                  i bet she is a new york yankee prog ,non_offensive
2622,lol they replaced the big yellow chicken with homer,non_offensive
2623,gonna surprise earl with a tranny best 450 ever fucking spent yes,offensive
2624,note to self boiling water hot monkey brain,non_offensive
2625,damn those shiner rock those bud light platinum and that ciroc,non_offensive
2626,    about to rock this bitch with   with our beautiful angelic voices  ,offensive
2627,    pussy will always be my fav iggy song like how do you not like a song that just says pussy numerous amounts of time,offensive
2628,  you tink u done made a funny nigga come   i got nightclubs trannies crackheads dealers come at megt,offensive
2629,    bitches will argue with you for 30 mins and then be like you know what i aint gonna argue with youbitch what,offensive
2630,it aint nothin to cut a bitch off,offensive
2631,she do not get emojis until after i bag emojis are pussy shit,offensive
2632,    i flex it aint no turning down take yo bitch fly out of town  macin stackin ready to get it crackin aint no tu ,offensive
2633,    stop gassing up these regular ass bitches,offensive
2634,bbl gonna go sob over gay bird babies,offensive
2635,  i did not really have one was aware of yankees but always loved dodgers uniform,non_offensive
2636,the only part of the awards that i liked was the dykes part of the cypher amp the old skool female mcs,offensive
2637,  to my exit 47 niccas  ,offensive
2638,  bitch i aint arguing with you  fuk on you said some slick shit n i addressed it   ,offensive
2639,    agreed eating pussy is so much better  both nasty,offensive
2640,going to get my id today fucking finally i will see you retards soon,offensive
2641,    time for ranger scouts to head out and watch some yankee prospects  ,non_offensive
2642,    this hoe  ,offensive
2643,sonoma county cannot handle the gutto style straight up north bay is pussies forever,offensive
2644,  in that picture yes i have not had an updated pic added the angel wing is colored now too and thanks represents what i am ,non_offensive
2645,      marcus bitch ass   aint loyal at all team hopping ass    ,offensive
2646,  other than those the university and the white black and red ones  the rest trash anyway they just making shit up now,offensive
2647,hoes aint wana fuck a nigga back then you but all the bitches wana fuck a nigga now,offensive
2648,if u bad niggas a really play nice to get to the pussy then that ass gone  ,offensive
2649,  follow me bitch lol u too good to follow back ha ha,offensive
2650,i just wish i had a girlfriend to come home to after a long night of fuckin wit bitches in the club,offensive
2651,all these so called real niggas and they hoes aint nuttin but some massah luvin uncle toms amp aunt jamammis fakin da funk,offensive
2652,    charlie rose can you coexist with israel meshal not as occupiers after that national consensus will decide not ha ,non_offensive
2653,        this charlie z really does need mental help check this out httptcockbs6wczu1,non_offensive
2654,this hoe car smell like nigga let off a sweet potato bomb in her shit,offensive
2655,my bitch from magic city she shaking ass amp titties httptcolpfjviwrqn,offensive
2656,bitches love beefing over a nigga that is always in other bitches faces,offensive
2657,beautiful fairy elegant dress httptcoouxwbytut6,non_offensive
2658,    sick ass goal    ,offensive
2659,i think you are in a bad mood from munching on hairy pussy,offensive
2660,lmao     lowkey peyton manning trash,non_offensive
2661,        you already know they go to fed for me ah bitch be ready to walk out the door  ,offensive
